Global alignment coord,B.FR.83.HXB2_LAI_IIIB_BRU.K03455 coord
9235,8746
9236,8747
9237,8748
9238,8749
9239,8750
9240,8751
9241,8752
9242,8753
9243,8754
9244,8755
9245,8756
9246,8757
9247,8758
9248,8759
9249,8760
9250,8761
9251,8762
9252,8763
9253,8764
9254,8765
9255,8766
9256,8767
9257,8768
9258,8769
9259,8770
9260,8771
9261,8772
9262,8773
9263,8774
9264,8774.5
9265,8775
9266,8776
9267,8777
9268,8778
9269,8779
9270,8780
9271,8781
9272,8782
9273,8783
9274,8784
9275,8785
9276,8786
9277,8787
9278,8788
9279,8789
9280,8790
9281,8791
9282,8792
9283,8792.5
9284,8792.5
9285,8792.5
9286,8792.5
9287,8792.5
9288,8792.5
9289,8792.5
9290,8792.5
9291,8792.5
9292,8792.5
9293,8792.5
9294,8792.5
9295,8792.5
9296,8792.5
9297,8793
9298,8794
9299,8795
9300,8796
9301,8796.5
9302,8797
9303,8798
9304,8799
9305,8800
9306,8801
9307,8802
9308,8803
9309,8804
9310,8805
9311,8806
9312,8807
9313,8808
9314,8809
9315,8810
9316,8811
9317,8812
9318,8813
9319,8814
9320,8815
9321,8816
9322,8817
9323,8818
9324,8819
9325,8820
9326,8821
9327,8822
9328,8823
9329,8823.5
9330,8823.5
9331,8823.5
9332,8824
9333,8825
9334,8826
9335,8827
9336,8828
9337,8829
9338,8830
9339,8831
9340,8832
9341,8833
9342,8834
9343,8835
9344,8836
9345,8837
9346,8838
9347,8839
9348,8840
9349,8841
9350,8842
9351,8843
9352,8844
9353,8845
9354,8846
9355,8847
9356,8848
9357,8849
9358,8850
9359,8851
9360,8852
9361,8853
9362,8854
9363,8855
9364,8856
9365,8857
9366,8858
9367,8859
9368,8860
9369,8861
9370,8862
9371,8863
9372,8864
9373,8865
9374,8866
9375,8867
9376,8868
9377,8868.5
9378,8868.5
9379,8868.5
9380,8868.5
9381,8868.5
9382,8868.5
9383,8868.5
9384,8868.5
9385,8868.5
9386,8868.5
9387,8868.5
9388,8868.5
9389,8868.5
9390,8868.5
9391,8868.5
9392,8868.5
9393,8868.5
9394,8868.5
9395,8868.5
9396,8868.5
9397,8868.5
9398,8868.5
9399,8868.5
9400,8868.5
9401,8868.5
9402,8868.5
9403,8868.5
9404,8868.5
9405,8868.5
9406,8868.5
9407,8868.5
9408,8868.5
9409,8868.5
9410,8868.5
9411,8868.5
9412,8868.5
9413,8868.5
9414,8868.5
9415,8868.5
9416,8868.5
9417,8868.5
9418,8868.5
9419,8868.5
9420,8868.5
9421,8868.5
9422,8868.5
9423,8868.5
9424,8868.5
9425,8868.5
9426,8868.5
9427,8868.5
9428,8869
9429,8870
9430,8871
9431,8872
9432,8873
9433,8874
9434,8875
9435,8876
9436,8877
9437,8878
9438,8879
9439,8880
9440,8881
9441,8882
9442,8883
9443,8884
9444,8885
9445,8886
9446,8887
9447,8888
9448,8889
9449,8890
9450,8891
9451,8892
9452,8893
9453,8894
9454,8895
9455,8896
9456,8897
9457,8898
9458,8899
9459,8900
9460,8901
9461,8902
9462,8903
9463,8904
9464,8905
9465,8906
9466,8907
9467,8908
9468,8909
9469,8910
9470,8911
9471,8912
9472,8913
9473,8914
9474,8915
9475,8916
9476,8917
9477,8918
9478,8919
9479,8920
9480,8921
9481,8922
9482,8923
9483,8924
9484,8925
9485,8926
9486,8927
9487,8928
9488,8929
9489,8930
9490,8931
9491,8932
9492,8933
9493,8934
9494,8935
9495,8936
9496,8937
9497,8938
9498,8939
9499,8940
9500,8941
9501,8942
9502,8943
9503,8944
9504,8945
9505,8946
9506,8947
9507,8948
9508,8949
9509,8950
9510,8951
9511,8952
9512,8953
9513,8954
9514,8955
9515,8956
9516,8957
9517,8958
9518,8959
9519,8960
9520,8961
9521,8962
9522,8963
9523,8964
9524,8965
9525,8966
9526,8967
9527,8968
9528,8969
9529,8970
9530,8971
9531,8972
9532,8973
9533,8974
9534,8975
9535,8976
9536,8976.5
9537,8976.5
9538,8976.5
9539,8976.5
9540,8976.5
9541,8976.5
9542,8977
9543,8978
9544,8979
9545,8980
9546,8981
9547,8982
9548,8982.5
9549,8982.5
9550,8982.5
9551,8982.5
9552,8982.5
9553,8982.5
9554,8982.5
9555,8982.5
9556,8982.5
9557,8982.5
9558,8982.5
9559,8982.5
9560,8983
9561,8984
9562,8985
9563,8985.5
9564,8985.5
9565,8985.5
9566,8986
9567,8987
9568,8988
9569,8988.5
9570,8988.5
9571,8988.5
9572,8989
9573,8990
9574,8991
9575,8992
9576,8993
9577,8994
9578,8995
9579,8996
9580,8997
9581,8998
9582,8999
9583,9000
9584,9001
9585,9002
9586,9003
9587,9004
9588,9005
9589,9006
9590,9007
9591,9008
9592,9009
9593,9010
9594,9011
9595,9012
9596,9013
9597,9014
9598,9015
9599,9016
9600,9017
9601,9018
9602,9019
9603,9020
9604,9021
9605,9022
9606,9023
9607,9024
9608,9025
9609,9026
9610,9027
9611,9028
9612,9029
9613,9030
9614,9031
9615,9032
9616,9033
9617,9034
9618,9035
9619,9036
9620,9037
9621,9038
9622,9039
9623,9040
9624,9041
9625,9042
9626,9043
9627,9044
9628,9045
9629,9046
9630,9047
9631,9048
9632,9049
9633,9050
9634,9051
9635,9052
9636,9053
9637,9054
9638,9055
9639,9056
9640,9057
9641,9058
9642,9059
9643,9060
9644,9061
9645,9062
9646,9063
9647,9064
9648,9065
9649,9066
9650,9067
9651,9068
9652,9069
9653,9070
9654,9071
9655,9072
9656,9073
9657,9074
9658,9075
9659,9076
9660,9077
9661,9078
9662,9079
9663,9080
9664,9081
9665,9082
9666,9083
9667,9084
9668,9085
9669,9086
9670,9087
9671,9088
9672,9089
9673,9090
9674,9091
9675,9092
9676,9093
9677,9094
9678,9095
9679,9096
9680,9097
9681,9098
9682,9099
9683,9100
9684,9101
9685,9102
9686,9103
9687,9104
9688,9105
9689,9106
9690,9107
9691,9108
9692,9109
9693,9110
9694,9111
9695,9112
9696,9113
9697,9114
9698,9115
9699,9116
9700,9117
9701,9118
9702,9119
9703,9120
9704,9121
9705,9122
9706,9123
9707,9124
9708,9125
9709,9126
9710,9127
9711,9128
9712,9129
9713,9130
9714,9131
9715,9132
9716,9133
9717,9134
9718,9135
9719,9136
9720,9137
9721,9138
9722,9139
9723,9140
9724,9141
9725,9142
9726,9143
9727,9144
9728,9145
9729,9146
9730,9147
9731,9148
9732,9149
9733,9150
9734,9151
9735,9152
9736,9153
9737,9154
9738,9155
9739,9156
9740,9157
9741,9158
9742,9159
9743,9160
9744,9161
9745,9162
9746,9163
9747,9164
9748,9165
9749,9166
9750,9167
9751,9168
9752,9169
9753,9170
9754,9171
9755,9172
9756,9173
9757,9174
9758,9175
9759,9176
9760,9177
9761,9178
9762,9179
9763,9180
9764,9181
9765,9182
9766,9183
9767,9184
9768,9185
9769,9186
9770,9187
9771,9188
9772,9189
9773,9190
9774,9191
9775,9192
9776,9193
9777,9194
9778,9195
9779,9196
9780,9197
9781,9198
9782,9199
9783,9200
9784,9201
9785,9202
9786,9203
9787,9204
9788,9205
9789,9206
9790,9207
9791,9208
9792,9209
9793,9210
9794,9211
9795,9212
9796,9213
9797,9214
9798,9215
9799,9216
9800,9217
9801,9218
9802,9219
9803,9220
9804,9221
9805,9222
9806,9223
9807,9224
9808,9225
9809,9226
9810,9227
9811,9228
9812,9229
9813,9230
9814,9231
9815,9232
9816,9233
9817,9234
9818,9235
9819,9236
9820,9237
9821,9238
9822,9239
9823,9240
9824,9241
9825,9242
9826,9243
9827,9244
9828,9245
9829,9246
9830,9247
9831,9248
9832,9249
9833,9250
9834,9251
9835,9252
9836,9253
9837,9254
9838,9255
9839,9256
9840,9257
9841,9258
9842,9259
9843,9260
9844,9261
9845,9262
9846,9263
9847,9264
9848,9265
9849,9266
9850,9267
9851,9268
9852,9269
9853,9270
9854,9271
9855,9272
9856,9273
9857,9274
9858,9275
9859,9276
9860,9277
9861,9278
9862,9279
9863,9280
9864,9281
9865,9282
9866,9283
9867,9284
9868,9285
9869,9286
9870,9287
9871,9288
9872,9289
9873,9290
9874,9291
9875,9292
9876,9293
9877,9294
9878,9295
9879,9296
9880,9297
9881,9298
9882,9299
9883,9300
9884,9301
9885,9302
9886,9303
9887,9304
9888,9305
9889,9306
9890,9307
9891,9308
9892,9309
9893,9310
9894,9311
9895,9312
9896,9313
9897,9314
9898,9315
9899,9316
9900,9317
9901,9318
9902,9319
9903,9320
9904,9321
9905,9321.5
9906,9321.5
9907,9321.5
9908,9322
9909,9323
9910,9324
9911,9325
9912,9326
9913,9327
9914,9328
9915,9329
9916,9330
9917,9331
9918,9332
9919,9333
9920,9334
9921,9335
9922,9336
9923,9337
9924,9338
9925,9339
9926,9340
9927,9341
9928,9342
9929,9343
9930,9344
9931,9345
9932,9346
9933,9347
9934,9348
9935,9349
9936,9350
9937,9351
9938,9352
9939,9353
9940,9354
9941,9355
9942,9356
9943,9357
9944,9358
9945,9359
9946,9360
9947,9361
9948,9362
9949,9363
9950,9364
9951,9365
9952,9366
9953,9367
9954,9368
9955,9369
9956,9370
9957,9371
9958,9372
9959,9373
9960,9374
9961,9375
9962,9376
9963,9377
9964,9378
9965,9379
9966,9380
9967,9381
9968,9382
9969,9383
9970,9384
9971,9385
9972,9386
9973,9387
9974,9388
9975,9389
9976,9390
9977,9391
9978,9392
9979,9393
9980,9394
9981,9395
9982,9396
9983,9397
9984,9398
9985,9399
9986,9400
9987,9401
9988,9402
9989,9403
9990,9404
9991,9405
9992,9406
9993,9407
9994,9408
9995,9408.5
9996,9408.5
9997,9408.5
9998,9408.5
9999,9408.5
10000,9408.5
10001,9408.5
10002,9408.5
10003,9408.5
10004,9408.5
10005,9408.5
10006,9408.5
10007,9408.5
10008,9408.5
10009,9408.5
10010,9408.5
10011,9408.5
10012,9408.5
10013,9408.5
10014,9408.5
10015,9408.5
10016,9408.5
10017,9408.5
10018,9408.5
10019,9408.5
10020,9408.5
10021,9408.5
10022,9408.5
10023,9408.5
10024,9408.5
10025,9409
10026,9410
10027,9411
10028,9411.5
10029,9411.5
10030,9411.5
10031,9411.5
10032,9411.5
10033,9411.5
10034,9411.5
10035,9411.5
10036,9411.5
10037,9411.5
10038,9411.5
10039,9411.5
10040,9411.5
10041,9411.5
10042,9411.5
10043,9411.5
10044,9411.5
10045,9411.5
10046,9411.5
10047,9411.5
10048,9411.5
10049,9411.5
10050,9411.5
10051,9411.5
10052,9411.5
10053,9411.5
10054,9411.5
10055,9412
10056,9413
10057,9414
10058,9415
10059,9416
10060,9417
10061,9418
10062,9418.5
10063,9418.5
10064,9418.5
10065,9418.5
10066,9418.5
10067,9418.5
10068,9418.5
10069,9418.5
10070,9418.5
10071,9419
10072,9419.5
10073,9419.5
10074,9420
10075,9421
10076,9421.5
10077,9421.5
10078,9421.5
10079,9421.5
10080,9421.5
10081,9421.5
10082,9421.5
10083,9421.5
10084,9421.5
10085,9421.5
10086,9421.5
10087,9421.5
10088,9421.5
10089,9421.5
10090,9421.5
10091,9421.5
10092,9421.5
10093,9421.5
10094,9421.5
10095,9421.5
10096,9421.5
10097,9421.5
10098,9421.5
10099,9421.5
10100,9421.5
10101,9422
10102,9423
10103,9424
10104,9425
10105,9425.5
10106,9425.5
10107,9425.5
10108,9425.5
10109,9426
10110,9427
10111,9428
10112,9428.5
10113,9429
10114,9430
10115,9431
10116,9431.5
10117,9431.5
10118,9431.5
10119,9431.5
10120,9431.5
10121,9431.5
10122,9431.5
10123,9431.5
10124,9431.5
10125,9431.5
10126,9431.5
10127,9431.5
10128,9431.5
10129,9431.5
10130,9431.5
10131,9431.5
10132,9431.5
10133,9431.5
10134,9431.5
10135,9431.5
10136,9431.5
10137,9431.5
10138,9431.5
10139,9431.5
10140,9431.5
10141,9431.5
10142,9431.5
10143,9431.5
10144,9431.5
10145,9431.5
10146,9431.5
10147,9431.5
10148,9431.5
10149,9431.5
10150,9431.5
10151,9431.5
10152,9431.5
10153,9431.5
10154,9431.5
10155,9431.5
10156,9432
10157,9433
10158,9433.5
10159,9433.5
10160,9434
10161,9434.5
10162,9435
10163,9436
10164,9437
10165,9438
10166,9439
10167,9440
10168,9441
10169,9442
10170,9443
10171,9444
10172,9445
10173,9446
10174,9447
10175,9447.5
10176,9447.5
10177,9447.5
10178,9447.5
10179,9447.5
10180,9447.5
10181,9447.5
10182,9447.5
10183,9448
10184,9449
10185,9450
10186,9451
10187,9452
10188,9453
10189,9454
10190,9455
10191,9456
10192,9457
10193,9458
10194,9459
10195,9459.5
10196,9459.5
10197,9459.5
10198,9459.5
10199,9459.5
10200,9459.5
10201,9459.5
10202,9459.5
10203,9459.5
10204,9459.5
10205,9459.5
10206,9459.5
10207,9460
10208,9461
10209,9462
10210,9463
10211,9464
10212,9465
10213,9466
10214,9466.5
10215,9467
10216,9468
10217,9469
10218,9470
10219,9471
10220,9472
10221,9473
10222,9473.5
10223,9474
10224,9475
10225,9476
10226,9477
10227,9477.5
10228,9477.5
10229,9477.5
10230,9477.5
10231,9477.5
10232,9477.5
10233,9477.5
10234,9477.5
10235,9477.5
10236,9477.5
10237,9477.5
10238,9478
10239,9479
10240,9480
10241,9481
10242,9482
10243,9483
10244,9484
10245,9485
10246,9486
10247,9487
10248,9487.5
10249,9488
10250,9489
10251,9490
10252,9491
10253,9492
10254,9493
10255,9494
10256,9495
10257,9496
